Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro
"2 EGLINTON WOODS, EGLINTON RD, DONNYBROOK DUBLIN 4",Dublin 4,Dublin,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,11,2014,2014-11-04,120.6112462,31589.80748
"45 BRUACH NA HABAINN, DEREEN, KILLARNEY",Unknown,Kerry,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,11,2017,2017-11-23,85.65692567,25360.30687
"25A Parnell Park, Navan",Unknown,Meath,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,12,2010,2010-12-02,105.2931566,26831.79662
"504 THE EDGES 1, THE BEACON SOUTH QUARTER, SANDYFORD",Unknown,Dublin,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,7,2016,2016-07-22,121.9729259,34144.23583
"171 SPINMAKER, LINCOLN LANE, ARAN QUAY DUBLIN 7",Dublin 7,Dublin,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,2,2021,2021-02-24,123.9176757,41522.06589
"6 SCARTLEA UPPER, SALEEN, MIDLETON",Unknown,Cork,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,8,2018,2018-08-08,101.6747702,31087.1811
"100 THE VIEW, ST WOLSTANS ABBEY, CELBRIDGE",Unknown,Kildare,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,6,2015,2015-06-24,105.0155327,28547.6755
"14 WATERVILLE TERRACE, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,12,2020,2020-12-23,123.1012168,40191.10945
"23 THE WALLED GARDENS, CELBRIDGE, KILDARE",Unknown,Kildare,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,8,2014,2014-08-18,102.4504307,26833.2306
"KOLBE, BATTERY RD, LONGFORD",Unknown,Longford,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,10,2021,2021-10-29,66.8750695,22151.02404
"6 De Selby Crescent, Tallaght, Dublin 24",Unknown,Dublin,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,12,2010,2010-12-06,114.6838254,29224.81553
"11 CARRIG AVE, CARRIGNACURRA, CARRIGALINE",Unknown,Cork,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,2,2017,2017-02-13,98.94301186,29293.89683
"10 The Green, Greenvalley, Donnybrook  Douglas",Unknown,Cork,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,5,2010,2010-05-04,100.639342,25645.86763
"FLAT 2 SUPPLE PARK, MAIN STREET, DUNSHAUGHLIN",Unknown,Meath,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,2,2019,2019-02-08,100.5939859,32000.85779
"45 ESKER MANOR, LUCAN, DUBLIN",Unknown,Dublin,215000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,2,4,2015,2015-04-02,121.3860474,32997.87569
"No.12  Kings Park, Muckross Road, Killarney",Unknown,Kerry,244025.0,No,New Dwelling house /Apartment,less than 38 sq metres,9,12,2014,2014-12-09,84.84641486,22222.4875
"138 Beatty Park, Celbridge, County Kildare",Unknown,Kildare,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,10,2010,2010-10-22,104.4897558,26627.06646
"15 MONTREE, ATHLONE, WESTMEATH",Unknown,Westmeath,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,10,2016,2016-10-20,85.71374307,23994.09734
"15 CAISLEAN RIADA COOSAN, ATHLONE, WESTMEATH",Unknown,Westmeath,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,12,2019,2019-12-02,75.88279203,24139.75761
"Cathergal, Tuam",Unknown,Galway,244025.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,24,5,2018,2018-05-24,91.05341986,27839.69069
"45 The Green, Coolroe Meadows, Ballincollig",Unknown,Cork,215000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,13,4,2010,2010-04-13,100.639342,25645.86763
"CAHERBARNA, LISCANNOR, CLARE",Unknown,Clare,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,11,2020,2020-11-20,89.41223561,29116.97526
"32 LISMORE, EARLSFORT, BLACKROCK",Unknown,Louth,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,12,2019,2019-12-19,88.50637394,28155.55881
"3 ROCHELLE LAWN, OLD BLACKROCK ROAD, CORK",Unknown,Cork,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,6,2020,2020-06-16,102.4934839,33427.07414
"9 WESTFIELD, OUTRATH RD, KILKENNY",Unknown,Kilkenny,215000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,8,6,2017,2017-06-08,86.97493955,25750.52909
"52 ASHTHORN AVENUE, GORNAMONA, HEADFORD",Unknown,Galway,244461.975,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,1,2018,2018-01-11,91.05341986,27839.69069
"38 HAZEL PARK, NEWCASTLE, GALWAY",Unknown,Galway,215640.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,11,2020,2020-11-30,89.61251364,29161.30477
"4 The Hawthorns, Macroom Road, Bandon",Unknown,Cork,215855.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,9,2011,2011-09-13,99.84716368,24949.12928
"17 Ryebridge Green, The Ryebridge, Kilcock",Unknown,Kildare,244998.83000000002,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,26,8,2015,2015-08-26,105.0155327,28547.6755
"44 Gort Na Manach, Cahir Road, Clonmel",Unknown,Tipperary,244998.83000000002,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,24,3,2017,2017-03-24,90.26349033,26724.16498
"8 Deel View, The Glebe, Ballina Road",Unknown,Mayo,244998.83000000002,No,New Dwelling house /Apartment,Unknown,6,12,2019,2019-12-06,80.78251551,25698.45272
"39  The Miles, Clonakilty",Unknown,Cork,244999.965,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,16,10,2015,2015-10-16,98.45160268,26763.32095
"11 Cois Dara, Chapelstown, Tullow Road",Unknown,Carlow,244999.965,No,New Dwelling house /Apartment,Unknown,10,12,2021,2021-12-10,87.44297161,29167.12101
"15 cluain adain green, navan",Unknown,Meath,244999.965,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6,11,2018,2018-11-06,103.6349247,31686.50065
"22 The  Glades, Old Grange Wood, Monasterevin",Unknown,Kildare,244999.9877,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,31,10,2018,2018-10-31,113.8570586,34811.93017
"5 The Green, Mount Hamilton, Carrick Road",Unknown,Louth,244999.99905,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23,2,2018,2018-02-23,90.09730878,27547.3586
"No. 13 Inis Fail, Curraclough, Bandon",Unknown,Cork,244999.99905,Yes,New Dwelling house /Apartment,Unknown,22,5,2019,2019-05-22,102.3223668,32550.68859
"30 Hazel Glen, Hazel Brook, Spa Glen",Unknown,Cork,244999.99905,Yes,New Dwelling house /Apartment,Unknown,13,5,2019,2019-05-13,102.3223668,32550.68859
"132  Beechpark, Leixlip",Unknown,Kildare,244999.99905,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,10,2011,2011-10-07,102.7482377,25674.0299
"3 The Drive, Aylmer Heath, Newcastle",Unknown,Dublin,244999.99905,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,12,8,2013,2013-08-12,120.0591077,30843.61949
"7 Park View, Creggaun na Hilla, Clarecastle",Unknown,Clare,244999.99905,No,New Dwelling house /Apartment,Unknown,3,5,2019,2019-05-03,89.8789254,28592.1935
"Knockmuldowney Lane, Ballisodare",Unknown,Sligo,216000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,4,2014,2014-04-15,88.7669505,23249.33177
"28 The Glade, Old Grange Wood, Monasterevin",Unknown,Kildare,245160.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,7,2018,2018-07-24,113.8570586,34811.93017
"29 MAPLEWOOD AVENUE, SPRINGFIELD, TALLAGHT",Dublin 24,Dublin,216000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,11,2017,2017-11-08,120.8404921,35777.04822
"62 Creston Avenue, St. Margaret's Road, Finglas",Dublin 11,Dublin,245392.95875,No,New Dwelling house /Apartment,Unknown,8,3,2019,2019-03-08,122.2901374,38902.81574
"57 The Woods, Glounthaune",Unknown,Cork,245443.75,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16,1,2015,2015-01-16,98.45160268,26763.32095
"32 KILTERAGH, DOORADOYLE, LIMERICK",Unknown,Limerick,216500.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,11,2017,2017-11-21,108.4820304,32118.09855
"Apt 119 Abbot Court, Cualanor  Upper Glenageary Road, Dun Laoghaire",Unknown,Dublin,246281.98155,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,4,2017,2017-04-07,120.8404921,35777.04822
"38 HEMINGWAY PARK, MILLICENT RD, CLANE",Unknown,Kildare,217000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,20,8,2021,2021-08-20,107.7075719,36026.93033
"10 WILLOW WAY, PRIMROSE GATE, CELBRIDGE",Unknown,Kildare,217000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,10,2019,2019-10-04,107.1593191,34089.41499
"FARRANCALLIN, CROOKEDWOOD, MULLINGAR",Unknown,Westmeath,217000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,5,2020,2020-05-18,74.69792202,24268.74961
"Unit 13, Cassidy's Court, Drogheda Row",Unknown,Kildare,246295.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,1,2018,2018-01-30,113.8570586,34811.93017
"11 SYCAMORE RD, CONNELL DR, NEWBRIDGE",Unknown,Kildare,217000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,12,2015,2015-12-10,105.0155327,28547.6755
"11 BALLALEASE COURT, DONABATE, DUBLIN",Unknown,Dublin,217000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,7,2019,2019-07-08,122.2901374,38902.81574
"CARRICKSPRINGAN, MOYNALTY, KELLS",Unknown,Meath,217000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,7,2017,2017-07-27,105.0864966,31112.78838
"LARK RISE COTTAGE, 18 NEWPARK, PORTLAOISE",Unknown,Laois,217000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,3,2019,2019-03-29,72.81363723,23163.40116
"13 Brookfield Terrace, Blackrock, Co. Dublin",Unknown,Dublin,217500.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,26,5,2010,2010-05-26,114.6838254,29224.81553
"6 MARINE COVE, FOYNES, LIMERICK",Unknown,Limerick,217500.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,7,2019,2019-07-05,109.2395096,34751.16309
"29 THE GLEBE, DONEGAL TOWN, DONEGAL",Unknown,Donegal,217500.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,9,2020,2020-09-22,71.91219733,23409.2373
"9 THE LAURELS, GRATTAN WOODS, DUBLIN 13",Dublin 13,Dublin,217500.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,11,2018,2018-11-27,122.3417314,37406.12892
"Apartment 10, Block E, Smithfield Market",Unknown,Dublin,217690.79,Yes,Second-Hand Dwelling house /Apartment,Unknown,20,2,2012,2012-02-20,119.0093179,30840.87562
"4 THE DRIVE, GREENFIELDS, KILLAHANE",Unknown,Kerry,218000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,3,2019,2019-03-21,85.37893091,27160.65977
"60 ASHBROOK CASTLELAKE, CARRIGTWOHILL, CORK",Unknown,Cork,218000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,9,2019,2019-09-25,102.3223668,32550.68859
"MOUNTAIN VIEW, KNOCKSHANBALLY, MOYCULLEN",Unknown,Galway,218000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,3,2016,2016-03-24,92.06370489,25771.66062
"18 CARRAIG DONN, BALLYCASEY, SHANNON",Unknown,Clare,218000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,6,2019,2019-06-10,89.8789254,28592.1935
"76 GRANGE HALL, DUNSHAHGHLIN, CO MEATH",Unknown,Meath,218000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,12,2017,2017-12-07,105.0864966,31112.78838
"37 Clonlea, Mount Oval Village, Rochestown",Unknown,Cork,218000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,3,2010,2010-03-02,100.639342,25645.86763
"6 WARRENSTOWN GREEN, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,218000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,1,2015,2015-01-23,121.3860474,32997.87569
"4 KILLARD, KILTERAGH, DOORADOYLE",Unknown,Limerick,218000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,11,2019,2019-11-11,109.2395096,34751.16309
"77 Pairc Chuimim, Kilcummin, Killarney",Unknown,Kerry,247500.0068,No,New Dwelling house /Apartment,Unknown,16,8,2019,2019-08-16,85.37893091,27160.65977
"6 THE LAURELS, DOWNSTOWN MANOR, DULEEK",Unknown,Meath,218500.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,8,2020,2020-08-17,100.1450409,32617.34424
"132 THE JESSOP, CHARLOTTE QUAY DOCK, RINGSEND",Unknown,Dublin,218500.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,11,2013,2013-11-12,120.0591077,30843.61949
"9 THE BELFRY, ATHBOY RD, TRIM",Unknown,Meath,218500.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,9,2020,2020-09-24,100.1450409,32617.34424
"BEACHVIEW BEACH, BANTRY, CORK",Unknown,Cork,218500.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,2,2016,2016-02-02,98.91884037,27690.63863
"2 Bridgegate Drive, Bridgegate, ardee",Unknown,Louth,247999.77,No,New Dwelling house /Apartment,Unknown,18,12,2019,2019-12-18,88.50637394,28155.55881
"68 Abbot Court, Cualanor, Dun Laoghaire",Unknown,Dublin,248217.6219,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,3,2017,2017-03-14,120.8404921,35777.04822
"ST GABRIELS, 1 COLLEGE VIEW, ENNIS",Unknown,Clare,219000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,8,2019,2019-08-16,89.8789254,28592.1935
"56 MELVILLE WAY, CITYSIDE, FINGLAS DUBLIN 11",Dublin 11,Dublin,219000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,9,2021,2021-09-20,123.9176757,41522.06589
"APT 40 KAVANAGH HALL, COLLEGEWOOD, CASTLEKNOCK",Dublin 15,Dublin,219000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,2,2018,2018-02-08,122.3417314,37406.12892
"32 LAWCUS FIELDS, STONEYFORD, CO KILKENNY",Unknown,Kilkenny,219000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,5,2019,2019-05-03,87.53158408,27845.45964
"11 DONNYBROOK GREEN, GREENFIELD PARK, DONNYBROOK DUBLIN 4",Dublin 4,Dublin,219000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,11,2014,2014-11-19,120.6112462,31589.80748
"28 ASHTORN AVENUE, GORTNAMONA, HEADFORD",Unknown,Galway,248886.20500000002,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,3,7,2018,2018-07-03,91.05341986,27839.69069
"Unit 33 The Gate, Elsmore, Jigginstown",Unknown,Kildare,248998.57,No,New Dwelling house /Apartment,Unknown,20,3,2020,2020-03-20,107.4330958,35044.78533
"4 The Close, Mount Hamilton, Dundalk",Unknown,Louth,249132.5,No,New Dwelling house /Apartment,Unknown,3,12,2019,2019-12-03,88.50637394,28155.55881
"4 Ferns Green, Fern Ridge, Monasterevin",Unknown,Kildare,249643.25,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,22,8,2017,2017-08-22,114.4367515,33881.10315
"147 BELFRY HALL, CITYWEST RD, CITYWEST",Dublin 24,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,3,2021,2021-03-19,123.9176757,41522.06589
"120 KINDLESTOWN PARK, GREYSTONES, WICKLOW",Unknown,Wicklow,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,8,2014,2014-08-15,99.53306377,26069.13055
"TOWER VIEW AVE, THE STEEPLES 30, DULEEK",Unknown,Meath,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,2,2021,2021-02-18,99.69809961,33245.70711
"BALLYCATTEN, TIMOLEAGUE, BANDON",Unknown,Cork,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,5,2018,2018-05-10,101.6747702,31087.1811
"2 THE ATRIUM, ISLAND ST, DUBLIN 8",Dublin 8,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,9,2018,2018-09-19,122.3417314,37406.12892
"CASA PIO, BOTTLEHILL, BURNFORT",Unknown,Cork,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,3,2017,2017-03-10,98.94301186,29293.89683
"88 SLIEVEMORE RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,12,2016,2016-12-05,121.9729259,34144.23583
"28 THE BEECHES, FOREST PARK, PORTLAOISE",Unknown,Laois,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,11,2019,2019-11-11,72.81363723,23163.40116
"Ardagno, Kinvara",Unknown,Galway,249700.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,13,2,2014,2014-02-13,91.09733125,23859.69176
"51 THE GROVE, DELFORD DR, ROCHESTOWN",Unknown,Cork,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,4,2014,2014-04-24,99.86583566,26156.28826
"WILLISON, ROSCREA, COUNTY TIPPERARY",Unknown,Tipperary,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,6,2020,2020-06-09,82.46228901,26823.89705
"77 DROMROE AVE, WOODHAVEN, CASTLETROY",Unknown,Limerick,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,8,2019,2019-08-06,109.2395096,34751.16309
"APT 26  BLOCK 7, ANNALLY GROVE, ONGAR LODGE",Unknown,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,8,2019,2019-08-16,122.2901374,38902.81574
"GARRYGLOSS, DRINAGH, DUNMANWAY",Unknown,Cork,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,1,2016,2016-01-20,98.91884037,27690.63863
"SUNFISH, AUGHINISH, KINVARA",Unknown,Clare,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,2,2017,2017-02-10,89.14211516,26392.16126
"21 CLUAIN ARD, ROSCREA, TIPPERARY",Unknown,Tipperary,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,8,2018,2018-08-24,86.68234561,26503.22958
"NAGLES VIEW, SKENNAKILLA, CASTLETOWNROCHE",Unknown,Cork,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,10,2018,2018-10-19,101.6747702,31087.1811
"8 COLLAGHKNOCK DR, KILDARE, KILDARE",Unknown,Kildare,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,5,2021,2021-05-10,107.7075719,36026.93033
"6 ALLENTON GREEN, BALLYCRAGH, TALLAGHT",Dublin 24,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,6,2021,2021-06-09,123.9176757,41522.06589
"28 HIGHFIELD, DUBLIN RD, CARLOW",Unknown,Carlow,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,1,2018,2018-01-29,87.36220568,26711.0976
"25 THE GREENS, LITTLE ISLAND, CORK",Unknown,Cork,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,4,2021,2021-04-19,102.6648871,34327.05524
"The Bungaloe, Cahercalla Road, Ennis",Unknown,Clare,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,9,2011,2011-09-23,90.80129278,22688.80867
"17 CASTLELAND, BALBRIGGAN, PARK VIEW",Unknown,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,1,2017,2017-01-17,120.8404921,35777.04822
"BREEOLE, TAUGHMACONNELL, BALLINASLOE",Unknown,Roscommon,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,9,2019,2019-09-26,81.24967744,25847.06581
"32 REENDOWNEY PLACE, FRIARS WALK, BALLYPHEHANE",Unknown,Cork,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,2,2020,2020-02-18,102.4934839,33427.07414
"14 CHESTNUT GROVE, CHURCH ST, KILCOCK",Unknown,Kildare,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,9,2016,2016-09-30,107.8389625,30187.67436
"12 FOREST PARK, DROGHEDA, LOUTH",Unknown,Louth,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,3,2019,2019-03-05,88.50637394,28155.55881
"18 POINT BOISE, SALTHILL, GALWAY",Unknown,Galway,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,11,2015,2015-11-10,90.412496,24577.95081
"1644 PAIRC MHUIRE, NEWBRIDGE, KILDARE",Unknown,Kildare,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,5,2020,2020-05-20,107.4330958,35044.78533
"BALLINWILLIN, LISMORE, CO WATEFORD",Unknown,Waterford,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,11,2021,2021-11-11,89.61237729,29907.28912
"6 GLENCARRA GROVE, CRANN ARD, FETHARD RD",Unknown,Tipperary,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,8,2021,2021-08-03,81.62093703,27148.44433
"5 CLOVERHILL, BRAY, WICKLOW",Unknown,Wicklow,220000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,15,3,2017,2017-03-15,105.057589,31104.22975
"56 RADHARC NA COILLE, BALLYCASEY, SHANNON",Unknown,Clare,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,10,2019,2019-10-25,89.8789254,28592.1935
"11 CLOCH ARD, OLD RAHOON RD, GALWAY",Unknown,Galway,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,8,2015,2015-08-06,90.412496,24577.95081
"2550 WOODSIDE PK, KILDARE, KILDARE",Unknown,Kildare,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,6,2021,2021-06-23,107.7075719,36026.93033
"COOLTRIMEGISH, TULLYNAHINNERA, CASTLEBLAYNEY",Unknown,Monaghan,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,4,2020,2020-04-07,81.31216685,26508.17389
"54 CHERRYFIELD ROAD, WALKINSTOWN, .",Dublin 12,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,11,2010,2010-11-22,114.6838254,29224.81553
"77 THE PADDOCKS, NAVAN, MEATH",Unknown,Meath,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,8,2019,2019-08-12,100.5939859,32000.85779
"ST MARGARETS, ARD NA GREINE, ENNIS",Unknown,Clare,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,12,2018,2018-12-19,88.62694797,27097.79405
"BALLYHOO HOUSE, BALLYHOO, WATERFORD",Unknown,Waterford,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,5,2015,2015-05-07,95.42257239,25939.90205
"12A the Green, Dun Eala, Fermoy",Unknown,Cork,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,8,2010,2010-08-04,100.639342,25645.86763
"347 MALAHIDE MARINA VILLAGE, MALAHIDE, DUBLIN",Unknown,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,5,2015,2015-05-29,121.3860474,32997.87569
"57 HILLCREST, KILCULLEN, KILDARE",Unknown,Kildare,220000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,13,9,2019,2019-09-13,107.1593191,34089.41499
"7 HARBOUR ST, MULLINGAR, WESTMEATH",Unknown,Westmeath,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,2,2019,2019-02-08,75.88279203,24139.75761
"45 MOUNT TALBOT, MONASTERY RD, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,7,2021,2021-07-30,123.9176757,41522.06589
