Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro,num_Postal_Code,num_County
"1 AISLING HEIGHTS, RAHEEN, LIMERICK",,Limerick,120000.0,No,No,Second-Hand Dwelling house /Apartment,,15,1,2015,2015-01-15,104.4601497,28396.69884,-1,12
"BALLYNAGRAN, CLAREMORRIS, CO MAYO",,Mayo,92000.0,No,No,Second-Hand Dwelling house /Apartment,,15,10,2018,2018-10-15,79.23998574,24227.71925,-1,15
"12 WOODSIDE, RUSHBROOKE MANOR, COBH",,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,,17,9,2010,2010-09-17,100.639342,25645.86763,-1,3
"6 Parkside Close, Parkside, Malahide Road",Dublin 13,Dublin,276652.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12,1,2017,2017-01-12,120.8404921,35777.04822,4,5
"L23 CORNADARRAGH, BELTURBET, FOREST PARK",,Cavan,95000.0,No,No,Second-Hand Dwelling house /Apartment,,14,9,2018,2018-09-14,80.69126288,24671.44895,-1,1
"2 SANDY COVE BEACH VILLAS, OWENAHINCHA, ROSSCARBERY",,Cork,175000.0,No,No,Second-Hand Dwelling house /Apartment,,9,3,2018,2018-03-09,101.6747702,31087.1811,-1,3
"6 COIS CHNOIC, TIRKEENAN",,Monaghan,60000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20,12,2013,2013-12-20,79.76356859,20491.54959,-1,17
"DERRYDONNELL NORTH, ORANMORE, CO GALWAY",,Galway,347000.0,No,No,Second-Hand Dwelling house /Apartment,,4,9,2017,2017-09-04,91.30778344,27033.34715,-1,6
"65 DUN SAITHNE CRESCENT, FLEMINGTON LANE, BALBRIGGAN",,Dublin,153000.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2014,2014-12-18,120.6112462,31589.80748,-1,5
"DROMOD, BODYKE, CLARE",,Clare,105000.0,No,No,Second-Hand Dwelling house /Apartment,,11,4,2016,2016-04-11,88.45751594,24762.16966,-1,2
"Apartment No. 4 Ash Hall, Clay Farm, Leopardstown",Dublin 18,Dublin,253413.77,No,Yes,New Dwelling house /Apartment,,29,10,2019,2019-10-29,122.2901374,38902.81574,9,5
"103 AN PLASAN, COIS NA HABHAINN, MOATE",,Westmeath,195000.0,No,No,Second-Hand Dwelling house /Apartment,,24,11,2021,2021-11-24,73.53155314,24398.43088,-1,23
"76 Ballinteer Crescent, Ballinteer, Dublin 16",,Dublin,340000.0,No,No,Second-Hand Dwelling house /Apartment,,14,4,2010,2010-04-14,114.6838254,29224.81553,-1,5
"WHITE LODGE, CLOUGHBAWN, CLONROCHE",,Wexford,168000.0,No,No,Second-Hand Dwelling house /Apartment,,2,6,2016,2016-06-02,84.26335264,23588.08533,-1,24
"1 ROCKBARTON COURT, SALTHILL, GALWAY CITY",,Galway,278500.0,No,No,Second-Hand Dwelling house /Apartment,,8,12,2020,2020-12-08,89.61251364,29161.30477,-1,6
"69 CARROWMORE MEADOWS, KNOCK, CO MAYO",,Mayo,50000.0,No,No,Second-Hand Dwelling house /Apartment,,22,5,2015,2015-05-22,80.22447756,21808.41533,-1,15
"56 THE RISE, BODEN PATK, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,439000.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2018,2018-12-18,122.3417314,37406.12892,7,5
"CURRAGHMORE, KILCORMAC, OFFALY",,Offaly,40000.0,No,No,Second-Hand Dwelling house /Apartment,,12,9,2019,2019-09-12,71.51053362,22748.85915,-1,18
"THE BEECHES, STATION RD, BLARNEY",,Cork,410000.0,No,No,Second-Hand Dwelling house /Apartment,,8,2,2021,2021-02-08,102.6648871,34327.05524,-1,3
"Tore (o/w RATHGARRETT), TYRRELLSPASS, WESTMEATH",,Westmeath,39950.0,No,No,Second-Hand Dwelling house /Apartment,,3,6,2016,2016-06-03,85.71374307,23994.09734,-1,23
"76 CONEY MEADOWS, CONEYBORO, ATHY",,Kildare,136000.0,No,No,Second-Hand Dwelling house /Apartment,,29,10,2021,2021-10-29,107.7075719,36026.93033,-1,8
"14 Elder Heath Hill, Kiltipper Road, Tallaght",,Dublin,281938.32,No,Yes,New Dwelling house /Apartment,,28,2,2020,2020-02-28,123.1012168,40191.10945,-1,5
"14 OAKLEY PARK, TULLOW RD, CARLOW",,Carlow,147500.0,No,No,Second-Hand Dwelling house /Apartment,,5,12,2014,2014-12-05,92.4621259,24217.15096,-1,0
"112 LORCAN AVE, SANTRY, DUBLIN",Dublin 9,Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,,6,7,2021,2021-07-06,123.9176757,41522.06589,21,5
"38 ASHLEIGH GROVE, KNOCKNACARRA, GALWAY",,Galway,290000.0,No,No,Second-Hand Dwelling house /Apartment,,25,11,2020,2020-11-25,89.61251364,29161.30477,-1,6
"Murrough, Rahan, Tullamore",,Offaly,114950.0,No,No,Second-Hand Dwelling house /Apartment,,17,1,2012,2012-01-17,81.3776957,21088.76376,-1,18
"35  Hillside Gardens, Skerries",,Dublin,236000.0,No,No,Second-Hand Dwelling house /Apartment,,7,12,2012,2012-12-07,119.0093179,30840.87562,-1,5
"63 EASTHAM CT, EASTHAM RD, BETTYSTOWN",,Meath,164520.0,No,No,Second-Hand Dwelling house /Apartment,,24,3,2020,2020-03-24,100.1450409,32617.34424,-1,16
"49 ABBEY COURT, CLARE RD, ENNIS",,Clare,155000.0,No,No,Second-Hand Dwelling house /Apartment,,22,3,2016,2016-03-22,88.45751594,24762.16966,-1,2
"SHERLOCKSTOWN, SALLINS, KILDARE",,Kildare,380000.0,No,No,Second-Hand Dwelling house /Apartment,,25,8,2016,2016-08-25,107.8389625,30187.67436,-1,8
"38 CLONARD VILLAGE, CLONARD, WEXFORD",,Wexford,120000.0,No,No,Second-Hand Dwelling house /Apartment,,5,12,2019,2019-12-05,83.51898489,26568.97561,-1,24
"8 ROSE HILL MEWS, KELLS RD, KILKENNY",,Kilkenny,236000.0,No,No,Second-Hand Dwelling house /Apartment,,22,8,2014,2014-08-22,92.51409254,24230.76177,-1,9
"10A THE AVENUE, CASTLEJANE WOOD, GLANMIRE",,Cork,295000.0,No,No,Second-Hand Dwelling house /Apartment,,27,6,2014,2014-06-27,99.86583566,26156.28826,-1,3
"Coranagh, Knocktemple, Virginia",,Cavan,50000.0,No,No,Second-Hand Dwelling house /Apartment,,8,1,2013,2013-01-08,84.08393033,21601.46617,-1,1
"13 GRANGEBROOK CLOSE, WHITECHURCH RD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,335000.0,No,No,Second-Hand Dwelling house /Apartment,,7,10,2015,2015-10-07,121.3860474,32997.87569,7,5
"52 CHORD, DROGHEDA, LOUTH",,Louth,155000.0,No,No,Second-Hand Dwelling house /Apartment,,12,6,2018,2018-06-12,90.09730878,27547.3586,-1,14
"11 COIS COILLE, TIVOLI, CORK",,Cork,245000.0,No,No,Second-Hand Dwelling house /Apartment,,15,5,2019,2019-05-15,102.3223668,32550.68859,-1,3
"240 GLEBEMOUNT, WICKLOW, WICKLOW",,Wicklow,260000.0,No,No,Second-Hand Dwelling house /Apartment,,11,9,2015,2015-09-11,101.496535,27591.06268,-1,25
"329 HAROLDS CROSS RD, TERENURE, DUBLIN 6W",,Dublin,775000.0,No,No,Second-Hand Dwelling house /Apartment,,13,9,2019,2019-09-13,122.2901374,38902.81574,-1,5
"SWALLOWS NEST, KILDRUM LOWER, KILLEA",,Donegal,190000.0,No,No,Second-Hand Dwelling house /Apartment,,7,10,2016,2016-10-07,69.47650061,19448.75885,-1,4
"38 Temple Mills, Rathangan",,Kildare,207554.75,No,Yes,New Dwelling house /Apartment,,29,11,2019,2019-11-29,107.1593191,34089.41499,-1,8
"No 5 Bracklone Street, Portarlington",,Laois,50000.0,No,No,Second-Hand Dwelling house /Apartment,,14,5,2014,2014-05-14,87.4867384,22914.02594,-1,10
"BOHERAWILLIN, CAPPAGH, WATERFORD",,Waterford,270000.0,No,No,Second-Hand Dwelling house /Apartment,,23,3,2018,2018-03-23,89.41008255,27337.23837,-1,22
"128 Brocan Wood, Cowpasture, Monasterevin",,Kildare,273083.7,No,Yes,New Dwelling house /Apartment,,1,10,2020,2020-10-01,107.4330958,35044.78533,-1,8
"17 THE GROVE, MARTELLO VILLAGE, DUBLIN RD",,Louth,210000.0,No,No,Second-Hand Dwelling house /Apartment,,11,3,2019,2019-03-11,88.50637394,28155.55881,-1,14
"CLOONMORE, ROSSCAHILL, GALWAY",,Galway,233000.0,No,No,Second-Hand Dwelling house /Apartment,,1,6,2016,2016-06-01,92.06370489,25771.66062,-1,6
"2 THE SHOWGROUNDS, RATHDOWNEY, CO. LAOIS",,Laois,48000.0,Yes,No,Second-Hand Dwelling house /Apartment,,16,9,2020,2020-09-16,71.3192998,23145.2464,-1,10
"111 Ballyfermot Drive, Ballyfermot, Dublin 10",,Dublin,85000.0,No,No,Second-Hand Dwelling house /Apartment,,20,12,2012,2012-12-20,119.0093179,30840.87562,-1,5
"21 Eastmount Gardens, Delgany, Wicklow",,Wicklow,643171.8,No,Yes,New Dwelling house /Apartment,,19,11,2020,2020-11-19,102.4319249,33436.55561,-1,25
"11 FORTFIELD PARK, TERENURE, DUBLIN 6W",,Dublin,917000.0,No,No,Second-Hand Dwelling house /Apartment,,9,1,2020,2020-01-09,123.1012168,40191.10945,-1,5
"79 FRIARS WALK, CORK, CORK",,Cork,167500.0,No,No,Second-Hand Dwelling house /Apartment,,5,9,2018,2018-09-05,101.6747702,31087.1811,-1,3
"48 BOTANIC AVE, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,345000.0,No,No,Second-Hand Dwelling house /Apartment,,9,9,2016,2016-09-09,121.9729259,34144.23583,21,5
"24 MOY GLAS GROVE, LUCAN, DUBLIN",,Dublin,239000.0,No,No,Second-Hand Dwelling house /Apartment,,5,6,2014,2014-06-05,120.6112462,31589.80748,-1,5
"BALLYFARNON GARDA STATION, KILMACRON, BOYLE",,Roscommon,40000.0,No,No,Second-Hand Dwelling house /Apartment,,30,11,2016,2016-11-30,80.13091635,22431.28043,-1,19
"5 WOODVIEW PARK, ENNISTYMON, CO CLARE",,Clare,120000.0,No,No,Second-Hand Dwelling house /Apartment,,12,6,2015,2015-06-12,87.13651372,23687.3999,-1,2
"4 Cualanor Crescent, Cualanor, Upper Glenageary Road",,Dublin,656387.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,3,11,2016,2016-11-03,121.9729259,34144.23583,-1,5
"71 BROOKVILLE PARK, DUBLIN 5, DUBLIN",Dublin 5,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,,29,9,2017,2017-09-29,120.8404921,35777.04822,16,5
"TOBERTON COTTAGE, JOHNSTOWN, NAAS",,Kildare,499000.0,No,No,Second-Hand Dwelling house /Apartment,,23,11,2016,2016-11-23,107.8389625,30187.67436,-1,8
"1 NEW ROW, NEW BUILDING LANE, KILKENNY",,Kilkenny,70000.0,No,No,Second-Hand Dwelling house /Apartment,,22,8,2016,2016-08-22,88.15590643,24677.73924,-1,9
"125 RATHMOUNT SEAFIELD RD, BLACKROCK, LOUTH",,Louth,315000.0,No,No,Second-Hand Dwelling house /Apartment,,18,9,2018,2018-09-18,90.09730878,27547.3586,-1,14
"36 Garville lane, Rathgar, Dublin 6",,Dublin,325000.0,No,No,Second-Hand Dwelling house /Apartment,,13,12,2012,2012-12-13,119.0093179,30840.87562,-1,5
"2 ROCKSPRING GARDENS, FARRANSHONE LIMERICK CITY, LIMERICK",,Limerick,340000.0,No,No,Second-Hand Dwelling house /Apartment,,16,10,2018,2018-10-16,108.2158455,33087.12259,-1,12
"APT 8 MILL HOUSE, 72/73 OFF O'CONNELL STREET, WATERFORD",,Waterford,60000.0,No,No,Second-Hand Dwelling house /Apartment,,26,5,2017,2017-05-26,88.63183845,26241.08446,-1,22
"9 LOWER JANEMOUNT, SUNDAYS WELL, CORK",,Cork,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2,9,2019,2019-09-02,102.3223668,32550.68859,-1,3
"50 AN FIODAN, DOUGHISKA, GALWAY",,Galway,170000.0,No,No,Second-Hand Dwelling house /Apartment,,29,5,2015,2015-05-29,90.412496,24577.95081,-1,6
"7 KILKENNY CLOSE, CASTLEBAR, MAYO",,Mayo,128500.0,No,No,Second-Hand Dwelling house /Apartment,,25,8,2017,2017-08-25,80.43525017,23814.33388,-1,15
"LARK RISE COTTAGE, 18 NEWPARK, PORTLAOISE",,Laois,217000.0,No,No,Second-Hand Dwelling house /Apartment,,29,3,2019,2019-03-29,72.81363723,23163.40116,-1,10
"59 THE KILNS, STATION RD, PORTMARNOCK",Dublin 13,Dublin,288000.0,No,No,Second-Hand Dwelling house /Apartment,,19,10,2018,2018-10-19,122.3417314,37406.12892,4,5
"Unit 11 Cuirt an Dolain, Fairhill Court, Claddagh  Galway",,Galway,180000.0,No,No,Second-Hand Dwelling house /Apartment,,28,6,2013,2013-06-28,91.40722728,23482.84767,-1,6
"66 COLLEGE FORT, CASTLEKNOCK, DUBLIN 15",,Dublin,351000.0,No,No,Second-Hand Dwelling house /Apartment,,8,10,2021,2021-10-08,123.9176757,41522.06589,-1,5
"14 Fairfield, Dunshaughlin, County Meath",,Meath,286343.0,No,Yes,New Dwelling house /Apartment,,9,5,2019,2019-05-09,100.5939859,32000.85779,-1,16
"6 VERONA PARK, OCONNELL AVE, LIMERICK CITY",,Limerick,45000.0,No,No,Second-Hand Dwelling house /Apartment,,8,3,2016,2016-03-08,108.8402222,30467.95989,-1,12
"3 LAKEVIEW, CLAREGALWAY, GALWAY",,Galway,293000.0,No,No,Second-Hand Dwelling house /Apartment,,21,4,2017,2017-04-21,91.30778344,27033.34715,-1,6
"3 LOWTOWN MANOR, ROBERTSTOWN, CO KILDARE",,Kildare,205000.0,No,No,Second-Hand Dwelling house /Apartment,,10,9,2018,2018-09-10,113.8570586,34811.93017,-1,8
"44 St. Enda's Road, Terenure",Dublin 6w,Dublin,245000.0,No,No,Second-Hand Dwelling house /Apartment,,15,4,2010,2010-04-15,114.6838254,29224.81553,18,5
"93 Lakelands Close, Stillorgan",,Dublin,435000.0,No,No,Second-Hand Dwelling house /Apartment,,15,3,2010,2010-03-15,114.6838254,29224.81553,-1,5
"CIRCULAR RD, KILKEE, CLARE",,Clare,61000.0,No,No,Second-Hand Dwelling house /Apartment,,23,12,2013,2013-12-23,87.65362981,22518.53489,-1,2
"17 THE PLACE, ASHEWOOD, ASHBOURNE",,Meath,335000.0,No,No,Second-Hand Dwelling house /Apartment,,12,12,2018,2018-12-12,103.6349247,31686.50065,-1,16
"22 CASTLEWOODS, BALLINAMONA, WATERFORD",,Waterford,625000.0,No,No,Second-Hand Dwelling house /Apartment,,30,5,2016,2016-05-30,90.09594264,25220.81921,-1,22
"34 THE HAZELS, ELMFIELD, LEOPARDSTOWN",Dublin 18,Dublin,400089.1,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18,10,2017,2017-10-18,120.8404921,35777.04822,9,5
"42 Harbour Court, Arklow",,Wicklow,144000.0,No,No,Second-Hand Dwelling house /Apartment,,2,12,2014,2014-12-02,99.53306377,26069.13055,-1,25
"1 BEECH PARK, CABINTEELY, CO DUBLIN",,Dublin,577092.51,No,Yes,New Dwelling house /Apartment,,12,3,2020,2020-03-12,123.1012168,40191.10945,-1,5
"18 CARRIG RI, LEAMLARA, CORK",,Cork,204000.0,No,No,Second-Hand Dwelling house /Apartment,,27,2,2015,2015-02-27,98.45160268,26763.32095,-1,3
"39 CROAGH PATRICK RD, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,600000.0,No,No,Second-Hand Dwelling house /Apartment,,25,6,2021,2021-06-25,123.9176757,41522.06589,19,5
"18 Elm Mews, Classes Lake, Ovens",,Cork,245000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16,3,2017,2017-03-16,98.94301186,29293.89683,-1,3
"CHAPEL HILL, OMEATH",,Louth,155000.0,No,No,Second-Hand Dwelling house /Apartment,,21,10,2011,2011-10-21,91.49204308,22861.40865,-1,14
"305 GLANTAN, GOLF LINKS RD, CASTLETROY",,Limerick,185000.0,No,No,Second-Hand Dwelling house /Apartment,,22,10,2014,2014-10-22,106.2192943,27820.3498,-1,12
"BELCRUIT, KINCASSLAGH, COUNTY DONEGAL",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,8,6,2018,2018-06-08,69.36144933,21207.34508,-1,4
"KILTILLANE, TEMPLEMORE",,Tipperary,300000.0,No,No,Second-Hand Dwelling house /Apartment,,13,12,2010,2010-12-13,92.77836976,23642.66044,-1,21
"FORTYACRES, TUAM, CO GALWAY",,Galway,85000.0,No,No,Second-Hand Dwelling house /Apartment,,21,11,2019,2019-11-21,90.37404068,28749.69908,-1,6
"SHADEY LANE, MILVERTON, SKERRIES",,Dublin,1050000.0,No,No,Second-Hand Dwelling house /Apartment,,28,3,2018,2018-03-28,122.3417314,37406.12892,-1,5
"APT 8 BEECH COURT, POUND ROAD, RATHMULLAN",,Donegal,32500.0,No,No,Second-Hand Dwelling house /Apartment,,22,6,2015,2015-06-22,71.6171107,19468.56797,-1,4
"27 KINVARA AVE., NAVAN RD, DUBLIN 7",Dublin 7,Dublin,375000.0,No,No,Second-Hand Dwelling house /Apartment,,16,2,2018,2018-02-16,122.3417314,37406.12892,19,5
"MULLAGHDUFF, KINCASSLAGH, LETTERKENNY",,Donegal,80000.0,No,No,Second-Hand Dwelling house /Apartment,,10,7,2018,2018-07-10,69.36144933,21207.34508,-1,4
"Inis Fail, 6 Shelbourne Road, Limerick",,Limerick,285000.0,No,No,Second-Hand Dwelling house /Apartment,,25,11,2010,2010-11-25,99.71623725,25410.63336,-1,12
"FEARAVOLLA, CARBURY, KILDARE",,Kildare,178000.0,No,No,Second-Hand Dwelling house /Apartment,,21,3,2017,2017-03-21,114.4367515,33881.10315,-1,8
"8 LEESON VILLAGE, UPPER LEESON ST, DUBLIN 4",Dublin 4,Dublin,1150000.0,No,No,Second-Hand Dwelling house /Apartment,,28,8,2018,2018-08-28,122.3417314,37406.12892,15,5
"BALLYORAN, KILCORMAC, BIRR",,Offaly,175000.0,No,No,Second-Hand Dwelling house /Apartment,,15,10,2021,2021-10-15,69.69688723,23155.77216,-1,18
"10 GLENDALE DR, VEVAY RD, BRAY",,Wicklow,447000.0,No,No,Second-Hand Dwelling house /Apartment,,23,8,2017,2017-08-23,105.057589,31104.22975,-1,25
"SILVERWELL STORES, ROCKY VALLEY, KILMACANOGUE",,Wicklow,120000.0,No,No,Second-Hand Dwelling house /Apartment,,9,11,2017,2017-11-09,105.057589,31104.22975,-1,25
"10 OAK GROVE, DERRINTURN, CO. KILDARE",,Kildare,325000.0,No,No,Second-Hand Dwelling house /Apartment,,7,12,2021,2021-12-07,107.7075719,36026.93033,-1,8
"Brockley Park, Stradbally",,Laois,120704.84,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16,6,2011,2011-06-16,88.65439172,22152.35565,-1,10
"22 BARR NA TRIMOIGE, KILKELLY, MAYO",,Mayo,90000.0,No,No,Second-Hand Dwelling house /Apartment,,13,8,2019,2019-08-13,80.78251551,25698.45272,-1,15
"30 Rathcarn, Moneygall",,Offaly,190275.0,No,Yes,New Dwelling house /Apartment,,22,1,2021,2021-01-22,69.69688723,23155.77216,-1,18
"155 COILLE BHEITHE, ST CONLANS RD, NENAGH",,Tipperary,190000.0,No,No,Second-Hand Dwelling house /Apartment,,1,10,2020,2020-10-01,82.46228901,26823.89705,-1,21
"88 BOTANIC AVE, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,,26,10,2017,2017-10-26,120.8404921,35777.04822,21,5
"509 CATHEDRAL COURT, NEW ST, DUBLIN 8",Dublin 8,Dublin,320000.0,No,No,Second-Hand Dwelling house /Apartment,,2,9,2016,2016-09-02,121.9729259,34144.23583,20,5
"42 LOWER DODDER RD, RATHFARNHAM, DUBLIN",Dublin 14,Dublin,732000.0,No,No,Second-Hand Dwelling house /Apartment,,22,8,2017,2017-08-22,120.8404921,35777.04822,5,5
"16 Rockwood, Old Road, Cashel",,Tipperary,85000.0,No,No,Second-Hand Dwelling house /Apartment,,25,7,2013,2013-07-25,94.86943018,24372.30013,-1,21
"KAFINEVES, DUBLIN RD, MALAHIDE",,Dublin,930000.0,No,No,Second-Hand Dwelling house /Apartment,,7,4,2017,2017-04-07,120.8404921,35777.04822,-1,5
"Seafield, Knocknahur, Sligo",,Sligo,242500.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2011,2011-12-22,91.13091057,22771.17132,-1,20
"1  Charlemont Heights, Coach Hill, Rochestown",,Cork,675000.0,No,No,Second-Hand Dwelling house /Apartment,,21,1,2010,2010-01-21,100.639342,25645.86763,-1,3
"6 BEECH LODGE RETIREMENT VILLAGE, BRUREE, LIMERICK",,Limerick,80000.0,No,No,Second-Hand Dwelling house /Apartment,,1,10,2018,2018-10-01,108.2158455,33087.12259,-1,12
"5 HENRY STREET, TULLAMORE, COUNTY OFFALY",,Offaly,40000.0,No,No,Second-Hand Dwelling house /Apartment,,10,1,2018,2018-01-10,72.2025158,22076.00451,-1,18
"69 THE CRESCENT, OLD FORT ROAD, BALLINCOLLIG",,Cork,132158.0,No,No,Second-Hand Dwelling house /Apartment,,17,7,2014,2014-07-17,99.86583566,26156.28826,-1,3
"203 QUAY MILLS, KILRUSH, CO. CLARE",,Clare,75570.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2014,2014-12-22,87.58297144,22939.23074,-1,2
"THE BEECHES, SPRINGWOOD, ANNABELLA",,Cork,184000.0,No,No,Second-Hand Dwelling house /Apartment,,31,8,2015,2015-08-31,98.45160268,26763.32095,-1,3
"10 Tochar View, Causeway, County Kerry",,Kerry,98678.42,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,15,6,2016,2016-06-15,86.16519196,24120.47274,-1,7
"3 Sandford Square, Merton Drive, Ranelagh",,Dublin,925110.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,5,5,2011,2011-05-05,117.6102093,29387.63815,-1,5
"Apt 300 Block 8A, Tallaght Cross West, Dublin 24",Dublin 24,Dublin,107679.29,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15,6,2015,2015-06-15,121.3860474,32997.87569,13,5
"7  BARRACK COURT, KILDYSART, CO CLARE",,Clare,70000.0,No,No,Second-Hand Dwelling house /Apartment,,9,8,2013,2013-08-09,87.65362981,22518.53489,-1,2
"44, Cedarview  Northwood, Santry",Dublin 9,Dublin,436123.35,No,Yes,New Dwelling house /Apartment,,9,7,2020,2020-07-09,123.1012168,40191.10945,21,5
"93 ASHLEY HALL, ST EDMUND'S, PALMERSTOWN",Dublin 20,Dublin,191000.0,No,No,Second-Hand Dwelling house /Apartment,,19,12,2016,2016-12-19,121.9729259,34144.23583,11,5
"59 FAIRWAY HEIGHTS, THE KERRIES, TRALEE",,Kerry,92000.0,No,No,Second-Hand Dwelling house /Apartment,,18,4,2019,2019-04-18,85.37893091,27160.65977,-1,7
"18 THE ORCHARD, CLANCY TERRACE, CHARLEVILLE",,Cork,167000.0,No,No,Second-Hand Dwelling house /Apartment,,17,8,2021,2021-08-17,102.6648871,34327.05524,-1,3
"16 Percy French Road, Walkinstown",,Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,,16,8,2011,2011-08-16,117.6102093,29387.63815,-1,5
"APT 27, RUSSELL COURT, FELTRIM RD",,Dublin,118487.0,No,No,Second-Hand Dwelling house /Apartment,,29,2,2016,2016-02-29,121.9729259,34144.23583,-1,5
"APT. 79, LA ROCHELLE, CHRISTCHURCH",,Dublin,258000.0,No,No,Second-Hand Dwelling house /Apartment,,11,11,2016,2016-11-11,121.9729259,34144.23583,-1,5
"49 JOHN ST, DINGLE, KERRY",,Kerry,207500.0,No,No,Second-Hand Dwelling house /Apartment,,11,2,2016,2016-02-11,86.16519196,24120.47274,-1,7
"12 DEERPARK LAWN, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,1200000.0,No,No,Second-Hand Dwelling house /Apartment,,25,7,2014,2014-07-25,120.6112462,31589.80748,6,5
"TARRAGONA, WILTON AVE, BISHOPSTOWN",,Cork,447000.0,No,No,Second-Hand Dwelling house /Apartment,,21,11,2016,2016-11-21,98.91884037,27690.63863,-1,3
"5 RIVERCHAPEL CRESCENT, COURTOWN, CO WEXFORD",,Wexford,112045.2,No,No,Second-Hand Dwelling house /Apartment,,11,4,2019,2019-04-11,83.51898489,26568.97561,-1,24
"213 CLUAIN RI, ASHBOURNE, MEATH",,Meath,190000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2014,2014-07-30,97.67184865,25581.65174,-1,16
"25 CASTLEFIELD DR, CASTLEFIELD MANOR, KNOCKLYON DUBLIN 16",Dublin 16,Dublin,365000.0,No,No,Second-Hand Dwelling house /Apartment,,30,10,2015,2015-10-30,121.3860474,32997.87569,7,5
"22 ROSELAWN DR, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,,30,6,2017,2017-06-30,120.8404921,35777.04822,6,5
"67 O BYRNE RD, BRAY, WICKLOW",,Wicklow,235000.0,No,No,Second-Hand Dwelling house /Apartment,,10,3,2016,2016-03-10,102.1790448,28603.27714,-1,25
"5 Churchfields Close, Ashbourne",,Meath,265621.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,27,1,2017,2017-01-27,105.0864966,31112.78838,-1,16
"26 Cherrywood Avenue, Clondalkin",,Dublin,147500.0,No,No,Second-Hand Dwelling house /Apartment,,30,3,2012,2012-03-30,119.0093179,30840.87562,-1,5
"29 CLONLARA VILLAGE, CLONLARA, CLARE",,Clare,180000.0,No,No,Second-Hand Dwelling house /Apartment,,10,1,2018,2018-01-10,88.62694797,27097.79405,-1,2
"Gullanes, Rosscarbery",,Cork,110000.0,No,No,Second-Hand Dwelling house /Apartment,,10,1,2012,2012-01-10,99.68430933,25832.86283,-1,3
"15 COIS ABHAINN, COLLOONEY, SLIGO",,Sligo,70500.0,No,No,Second-Hand Dwelling house /Apartment,,22,5,2018,2018-05-22,83.87320897,25644.33273,-1,20
"28 THE LAWN, CASTLETOWNSHEND, SKIBBEREEN",,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,,12,3,2020,2020-03-12,102.4934839,33427.07414,-1,3
"Apt 82 Alliance Building, The Gasworks Barrow Street, South Lotts Road",,Dublin,162240.57,No,No,Second-Hand Dwelling house /Apartment,,1,6,2012,2012-06-01,119.0093179,30840.87562,-1,5
