Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro,num_Postal_Code,num_County
"44 DRUMMAGH, CARRICK ON SHANNON, LEITRIM",Unknown,Leitrim,85000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,5,2021,2021-05-05,80.09138641,26606.58546,22,11
"11 CARRIG AVE, CARRIGNACURRA, CARRIGALINE",Unknown,Cork,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,2,2017,2017-02-13,98.94301186,29293.89683,22,3
"APT 2, MULLAGHMORE WEST, BALLINODE",Unknown,Monaghan,50000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,4,2018,2018-04-10,79.02169118,24160.97543,22,17
"Drishaghaun, Kilmurray",Unknown,Roscommon,183000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,8,2010,2010-08-04,89.33653721,22765.58017,22,19
"33 Hardiman Road, Drumcondra, Dublin 9",Unknown,Dublin,112500.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,10,2012,2012-10-05,119.0093179,30840.87562,22,5
"Apartment 73, Northbank, Catleforbes Road Upper Sheriff St",Dublin 1,Dublin,342877.825,No,New Dwelling house /Apartment,less than 38 sq metres,14,12,2017,2017-12-14,120.8404921,35777.04822,0,5
"90 UPPER PATRICK ST, KILKENNY",Unknown,Kilkenny,250000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,6,2021,2021-06-14,87.17800513,29101.90619,22,9
"7 ANNE DEVLIN ROAD, RATHFARNHAM",Dublin 14,Dublin,262500.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,11,2013,2013-11-05,120.0591077,30843.61949,5,5
"22 Bramley Hall, Diswellstown, Castleknock",Dublin 16,Dublin,324999.305,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15,12,2017,2017-12-15,120.8404921,35777.04822,7,5
"25 Lios na hAbhainn, Rooskey",Unknown,Roscommon,106248.485,No,New Dwelling house /Apartment,Unknown,20,2,2019,2019-02-20,81.24967744,25847.06581,22,19
"45 Rossdara, Loreto Road, Killarney",Unknown,Kerry,200000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,2,2012,2012-02-09,85.76827362,22226.56768,22,7
"5 Mounthamilton, Ardee Road, Dundalk",Unknown,Louth,160000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,10,2012,2012-10-23,90.39459297,23425.46321,22,14
"64 GLENCARRICK, ROSCREA, TIPPERARY",Unknown,Tipperary,161000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,12,2017,2017-12-14,90.26349033,26724.16498,22,21
"53 Tegan Court, Tullamore",Unknown,Offaly,160000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,12,2012,2012-12-19,81.3776957,21088.76376,22,18
"2 KILLINURE HOUSE, THE MANSE, NORTHGATE ST",Unknown,Westmeath,74000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,12,2014,2014-12-19,87.02341381,22792.67461,22,23
"RAHAN FAR, DUNKINEELY, CO DONEGAL",Unknown,Donegal,186000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,7,2021,2021-07-05,71.41550905,23788.7895,22,4
"52 Carndonagh Road, Donaghmede",Dublin 13,Dublin,260000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,8,2010,2010-08-19,114.6838254,29224.81553,4,5
"15 THE MEADOWS, POINT RD, DUNDALK",Unknown,Louth,277000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,5,2021,2021-05-26,87.35712112,29104.06999,22,14
"DANGAN, TULLA, ENNIS",Unknown,Clare,190000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,8,2019,2019-08-19,89.8789254,28592.1935,22,2
"CULCLARE, KILMOVEE, MAYO",Unknown,Mayo,47000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,8,2018,2018-08-21,79.23998574,24227.71925,22,15
"7 BIANCONI CLOSE, BANAGHER COURT, PILTOWN",Unknown,Kilkenny,150000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,18,9,2017,2017-09-18,86.97493955,25750.52909,22,9
"114 Kilbarry Place, Farranree, Cork",Unknown,Cork,48000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,10,2013,2013-10-15,100.9859374,25943.65299,22,3
"47 BELMONT SQ, RAHENY, DUBLIN 5",Dublin 5,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,6,2016,2016-06-30,121.9729259,34144.23583,16,5
"58 TEMPLE GARDENS, NORTHWOOD, SANTRY",Dublin 9,Dublin,241500.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,7,2019,2019-07-13,122.2901374,38902.81574,21,5
"1A Trimleston Road, Booterstown",Unknown,Dublin,450000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,11,2012,2012-11-15,119.0093179,30840.87562,22,5
"4 Lambay Court, Malahide",Unknown,Dublin,645000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,11,2011,2011-11-23,117.6102093,29387.63815,22,5
"TREANBAUN, BELCLARE, TUAM",Unknown,Galway,120000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,12,2015,2015-12-15,90.412496,24577.95081,22,6
"12 Edenmore Gardens, Raheny",Dublin 5,Dublin,153000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,11,2013,2013-11-01,120.0591077,30843.61949,16,5
"21 Moymews, Ballymahon",Unknown,Longford,50000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,6,12,2012,2012-12-06,84.71884117,21954.61069,22,13
"62 AGLISH EST, CURRAGH, CASTLEBAR",Unknown,Mayo,159000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,8,2018,2018-08-03,79.23998574,24227.71925,22,15
"8 CARN GARDENS, NEWTOWNBUTLER RD, CLONES",Unknown,Monaghan,32500.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,8,2016,2016-08-22,80.24898788,22464.33253,22,17
"168 Block 9  The Schooner, Harty's Quay, Rochestown",Unknown,Cork,197490.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22,6,2015,2015-06-22,98.45160268,26763.32095,22,3
"2 CNOC NA GREINE, TYDAVNET, MONAGHAN",Unknown,Monaghan,181000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,8,2017,2017-08-25,81.09450753,24009.51914,22,17
"56 IONA VILLAS, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,665000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,7,2017,2017-07-08,120.8404921,35777.04822,21,5
"9 ROSEMOUNT COURT, ATHGARVAN, NEWBRIDGE",Unknown,Kildare,475000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,12,2020,2020-12-15,107.4330958,35044.78533,22,8
"Apt. 62 Block 3, Northwood Green, Santry",Dublin 9,Dublin,97942.555,Yes,New Dwelling house /Apartment,Unknown,18,12,2018,2018-12-18,122.3417314,37406.12892,21,5
"Apt 16 New Bancroft Centre, Main Street, Tallaght",Dublin 24,Dublin,152447.17315000002,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,19,7,2017,2017-07-19,120.8404921,35777.04822,13,5
"THE POPLARS, BROWNSHILL RD, CARLOW",Unknown,Carlow,185000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,12,2015,2015-12-10,95.65904663,26004.18578,22,0
"7 MEADOWFIELD, SANDYFORD, DUBLIN 18",Dublin 18,Dublin,609500.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,7,2015,2015-07-27,121.3860474,32997.87569,9,5
"36 Heather Lane, Esker Hills, Portlaoise",Unknown,Laois,110000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,1,2013,2013-01-18,89.36044662,22957.02231,22,10
"7 DAVITT COURT, BALLINDINE, CLAREMORRIS",Unknown,Mayo,96000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,9,2018,2018-09-14,79.23998574,24227.71925,22,15
"78 THE GROVE, INSE BAY, LAYTOWN",Unknown,Meath,250000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,5,2019,2019-05-10,100.5939859,32000.85779,22,16
"Apartment 156  Leona Block, Honeypark, Dun Laoghaire",Unknown,Dublin,409999.9998,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17,4,2018,2018-04-17,122.3417314,37406.12892,22,5
"12 CASSIN COURT SOUTH, ROYAL PARK CANAL, ASHTOWN DUBLIN 15",Dublin 15,Dublin,302000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,8,2020,2020-08-07,123.1012168,40191.10945,6,5
"44 DEVON PARK, SALTHILL, GALWAY",Unknown,Galway,170000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,12,2012,2012-12-05,94.27968127,24432.27114,22,6
"64 CRAWFORD WOODS, CHURCH HILL, GLANMIRE",Unknown,Cork,287000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,12,2020,2020-12-09,102.4934839,33427.07414,22,3
"APT 2, 10 TRINITY STREET, DROGHEDA",Unknown,Louth,140100.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,6,2016,2016-06-30,89.38559664,25021.96999,22,14
"124 Maple Woods, Ballinacurra, Midleton",Unknown,Cork,312125.0,No,New Dwelling house /Apartment,Unknown,12,3,2019,2019-03-12,102.3223668,32550.68859,22,3
"45 ORCHARD GROVE, KENMARE, KERRY",Unknown,Kerry,92000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,6,2015,2015-06-29,84.22336603,22895.48281,22,7
"8 Cluain Adain Way, Clonmagadden, Navan",Unknown,Meath,274999.15,No,New Dwelling house /Apartment,Unknown,20,12,2018,2018-12-20,103.6349247,31686.50065,22,16
"8 Castlegate Copse, Adamstown Castle, Adamstown",Unknown,Dublin,219999.98965,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,2,2010,2010-02-11,114.6838254,29224.81553,22,5
"18 ROCKBORO HEIGHTS, WATERPARK ESTATE, WATERPARK",Unknown,Cork,158500.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,6,2014,2014-06-12,99.86583566,26156.28826,22,3
"2 HAZEL COURT, BELFIELD, FERRYBANK",Unknown,Waterford,111000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,4,2015,2015-04-21,95.42257239,25939.90205,22,22
"Apartment 608 Cubes 3, Beacon South Quarter, Sandyford",Dublin 18,Dublin,503636.955,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,10,2014,2014-10-07,120.6112462,31589.80748,9,5
"14 Grange Hill, Grange Road",Dublin 16,Dublin,703700.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21,10,2015,2015-10-21,121.3860474,32997.87569,7,5
"14 MARTIN SAVAGE PARK, ASHTOWN, DUBLIN",Dublin 15,Dublin,345000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,3,2020,2020-03-23,123.1012168,40191.10945,6,5
"APT 18, THE JETTY, MARKET POINT MULLINGAR",Unknown,Westmeath,90000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,11,2018,2018-11-06,77.63975426,23738.44659,22,23
"Apartment 3, Belarmine Hall, Stepaside",Unknown,Dublin,175925.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22,12,2011,2011-12-22,117.6102093,29387.63815,22,5
"Apt 15 Beresford House, Customs House Square, IFSC",Dublin 1,Dublin,129000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,7,2013,2013-07-26,120.0591077,30843.61949,0,5
"17 THE GREEN, PHEASANT RUN, CLONEE",Unknown,Dublin,316000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,7,2014,2014-07-18,120.6112462,31589.80748,22,5
"130 DUN NA COIRIBE, HEADFORD RD, GALWAY",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,12,2018,2018-12-17,91.05341986,27839.69069,22,6
"40 THE DOWNINGS, PROSPEROUS, KILDARE",Unknown,Kildare,245000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,2,2019,2019-02-15,107.1593191,34089.41499,22,8
"7 Boyd avenue, Honeypark, Dun Laoghaire",Unknown,Dublin,649999.745,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,10,11,2015,2015-11-10,121.3860474,32997.87569,22,5
"2 PARKMORE DR, TERENURE, DUBLIN 6W",Unknown,Dublin,819500.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,10,2017,2017-10-17,120.8404921,35777.04822,22,5
"LISCUBBA, CLONAKILTY, CO CORK",Unknown,Cork,190000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,3,2014,2014-03-12,99.86583566,26156.28826,22,3
"11 FORBES QUAY, GRAND CANAL HARBOUR, DUBLIN 2",Dublin 8,Dublin,630000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,5,2018,2018-05-21,122.3417314,37406.12892,20,5
"2 Powell Court, Newbridge",Unknown,Kildare,68000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,10,2012,2012-10-01,103.1172705,26722.50351,22,8
"17 ABBEY CRESCENT, CAHIR, TIPPERARY",Unknown,Tipperary,206000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,1,2020,2020-01-16,82.46228901,26823.89705,22,21
"8 ROSSECOURT HALL BALGADDY RD LUCAN, DUBLIN",Unknown,Dublin,200000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,9,2019,2019-09-12,122.2901374,38902.81574,22,5
"26 LAGANARA VIEW, KENTSTOWN, MEATH",Unknown,Meath,265000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,5,2019,2019-05-24,100.5939859,32000.85779,22,16
"32 LISMORE, EARLSFORT, BLACKROCK",Unknown,Louth,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,12,2019,2019-12-19,88.50637394,28155.55881,22,14
"OLD COAST ROAD, ORANMORE, GALWAY",Unknown,Galway,422500.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,11,2017,2017-11-10,91.30778344,27033.34715,22,6
"409 CITY CENTRAL, BEDFORD ROW, LIMERICK",Unknown,Limerick,85000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,10,2014,2014-10-29,106.2192943,27820.3498,22,12
"51 CASTLEWAY, CHANCERY LANE, DUBLIN 8",Dublin 8,Dublin,455000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,11,2018,2018-11-13,122.3417314,37406.12892,20,5
"44 BENEAVIN RD, FINGLAS, DUBLIN 11",Dublin 11,Dublin,530000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,10,2020,2020-10-23,123.1012168,40191.10945,2,5
"18 RIVERWOOD GREEN, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,355260.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,5,2015,2015-05-14,121.3860474,32997.87569,6,5
"38 Yew Park, Virginia",Unknown,Cavan,118000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,6,2010,2010-06-30,92.05058611,23457.19974,22,1
"106 Aughanteeroe, Gort Road, Ennis",Unknown,Clare,128000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,24,7,2015,2015-07-24,87.13651372,23687.3999,22,2
"9 COLLEGE VIEW, SILLOGE RD, BALLYMUN",Dublin 11,Dublin,192700.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,8,2017,2017-08-18,120.8404921,35777.04822,2,5
"23 GLIN RD, BONNYBROCK, COOLOCK DUBLIN 17",Dublin 17,Dublin,247000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,12,2019,2019-12-06,122.2901374,38902.81574,8,5
"5 GREENMOUNT LANE, HAROLDS CROSS, DUBLIN 12",Dublin 12,Dublin,385000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,10,2021,2021-10-26,123.9176757,41522.06589,3,5
"24 Carrigweir, Tuam",Unknown,Galway,139999.99135,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,4,12,2017,2017-12-04,91.30778344,27033.34715,22,6
"407 ROYAL CANAL BANK, KILCOCK, CO KILDARE",Unknown,Kildare,167000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,10,2018,2018-10-24,113.8570586,34811.93017,22,8
"DERRAVARAGH, 6 MONASTERY RD, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,450000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,11,2014,2014-11-04,120.6112462,31589.80748,12,5
"24 LAGANARA VIEW, KENTSTOWN NAVAN, MEATH",Unknown,Meath,208000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,9,2021,2021-09-29,99.69809961,33245.70711,22,16
"Killacloran, Aughrim, Ballinacor South",Unknown,Wicklow,50000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,12,2012,2012-12-14,100.3087324,25994.68003,22,25
"82 MAYNOOTH PARK, MAYNOOTH, KILDARE",Unknown,Kildare,360000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,4,2015,2015-04-20,105.0155327,28547.6755,22,8
"1 GLEANN BUILDING, HALFWAY, BALLINHASSIG",Unknown,Cork,247000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,9,2021,2021-09-23,102.6648871,34327.05524,22,3
"36 The Forest, Ballymacool, Letterkenny Co Donegal",Unknown,Donegal,68100.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,27,10,2015,2015-10-27,71.6171107,19468.56797,22,4
"KILBRACK, RATHGORMACK, WATERFORD",Unknown,Waterford,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,2,2014,2014-02-21,96.14880924,25182.74597,22,22
"12 THE OAKS, CLASSIS LAKE, BALLINCOLLIG",Unknown,Cork,368000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,3,2019,2019-03-14,102.3223668,32550.68859,22,3
"27 HUNTERS WOOD, SALLINS, KILDARE",Unknown,Kildare,230000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,3,2015,2015-03-02,105.0155327,28547.6755,22,8
"3 GLEANN BEAG, NEWCASTLE, CLONMEL",Unknown,Tipperary,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,3,2020,2020-03-03,82.46228901,26823.89705,22,21
"5 Port Road, Killarney, Co. Kerry",Unknown,Kerry,325000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,2,2010,2010-02-12,84.16817185,21448.52849,22,7
"ballydonagh, kiltormer, ballinasloe",Unknown,Galway,124850.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,25,6,2012,2012-06-25,94.27968127,24432.27114,22,6
"5 Cedar Avenue, The Cedars  Ridgewood, Swords",Unknown,Dublin,415000.00395,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,1,4,2010,2010-04-01,114.6838254,29224.81553,22,5
"14 CASTLE HOUSE, DAVITTS QUAY, DUNGARVAN",Unknown,Waterford,73000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,3,2014,2014-03-13,96.14880924,25182.74597,22,22
"ST. COLEMANS TERRACE, CASTLETOWN GEOGHEGAN, CO. WESTMEATH",Unknown,Westmeath,65000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,3,2018,2018-03-14,77.63975426,23738.44659,22,23
"31 ARD NA BRUACH, BALLINHASSIG, CORK",Unknown,Cork,165000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,12,2016,2016-12-21,98.91884037,27690.63863,22,3
"6 The Ferns, Classes Lake, Ovens",Unknown,Cork,304999.99210000003,No,New Dwelling house /Apartment,Unknown,21,6,2019,2019-06-21,102.3223668,32550.68859,22,3
"9 GEORGES WHARF, ROYAL CANAL BANK, PHIBSBOROUGH DUBLIN 7",Dublin 7,Dublin,485000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,8,2021,2021-08-16,123.9176757,41522.06589,19,5
"5 Hawthorn Place, Laharn, Killorglin",Unknown,Kerry,265000.0043,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,15,9,2017,2017-09-15,85.65692567,25360.30687,22,7
"PORRES, LINARO AVE, MAGAZINE RD",Unknown,Cork,399000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,3,2016,2016-03-30,98.91884037,27690.63863,22,3
"93 NEWTOWN COURT, MALAHIDE ROAD, DUBLIN 17",Dublin 15,Dublin,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,7,2020,2020-07-30,123.1012168,40191.10945,6,5
"RATHJORDAN, HERBERTSTOWN, COUNTY LIMERICK",Unknown,Limerick,126000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,4,2018,2018-04-16,108.2158455,33087.12259,22,12
"27 THE TURNPIKE, SANTRY CROSS, SANTRY DUBLIN 9",Dublin 9,Dublin,93568.31,No,Second-Hand Dwelling house /Apartment,Unknown,14,6,2017,2017-06-14,120.8404921,35777.04822,21,5
"26 Sliebh Breagh, Ardee",Unknown,Louth,99950.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,3,2011,2011-03-21,91.49204308,22861.40865,22,14
"2 AN GOIRTIN, CUL ARD, CARRIGTWOHILL",Unknown,Cork,225000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,4,2018,2018-04-19,101.6747702,31087.1811,22,3
"36 GRATTAN TCE, FRANCIS ST, WATERFORD",Unknown,Waterford,165000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,3,2020,2020-03-26,89.84377913,29274.35521,22,22
"2 STRAND HOUSE, 171 STRAND RD, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,350000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,2,2017,2017-02-02,120.8404921,35777.04822,15,5
"CARRIGARREELY, CAHERCONLISH, CO LIMERICK",Unknown,Limerick,176000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,4,2021,2021-04-30,111.3360294,37352.90892,22,12
"CARRICKADAWSON, RAPHOE, DONEGAL",Unknown,Donegal,25000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,10,2017,2017-10-26,69.81796228,20670.8907,22,4
"117 TURRET ROAD, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,265000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,7,2015,2015-07-20,121.3860474,32997.87569,11,5
"Apt. 107 The Hardwick, North Brunswick Street, Dublin 7",Unknown,Dublin,77500.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,2,2013,2013-02-25,120.0591077,30843.61949,22,5
"6 KINGS COURT, NAAS, KILDARE",Unknown,Kildare,520500.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,5,2021,2021-05-04,107.7075719,36026.93033,22,8
"24 SEAVIEW PARK, SHANKILL, DUBLIN",Dublin 18,Dublin,650000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,7,2021,2021-07-20,123.9176757,41522.06589,9,5
"32 WILLOWBROOK LODGE, CELBRIDGE, KILDARE",Unknown,Kildare,248000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,10,2015,2015-10-16,105.0155327,28547.6755,22,8
"APT 3, 9 YORK TERRACE, SUMMERHILL NORTH",Unknown,Cork,135000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,2,2019,2019-02-18,102.3223668,32550.68859,22,3
"ANNABROOK, NENAGH, TIPPERARY",Unknown,Tipperary,280000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,12,2020,2020-12-04,82.46228901,26823.89705,22,21
"32 SERPENTINE PARK, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,1200000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,6,2019,2019-06-13,122.2901374,38902.81574,15,5
"35 Knockfree Ave, Fairhill, Cork",Unknown,Cork,79500.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,6,2013,2013-06-13,100.9859374,25943.65299,22,3
"89 ROS CAOIN, ROSCAM, GALWAY",Unknown,Galway,282000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,7,2017,2017-07-11,91.30778344,27033.34715,22,6
"15 Schull Holiday Cottages, Colla Road, Schull",Unknown,Cork,270000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,1,2014,2014-01-31,99.86583566,26156.28826,22,3
"8 BARNFIELD COURT, TULLOW, CARLOW",Unknown,Carlow,137000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,3,2021,2021-03-19,87.44297161,29167.12101,22,0
"3 KNIGHTS COURT, NEWCASTLEWEST, CO LIMERICK",Unknown,Limerick,280000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,5,2018,2018-05-25,108.2158455,33087.12259,22,12
"10 THE HAZELS, ELMFIELD, LEOPARDSTOWN",Dublin 18,Dublin,354202.2194,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18,10,2017,2017-10-18,120.8404921,35777.04822,9,5
"LONGORCHARD, TEMPLETOUHY, COUNTY TIPPERARY",Unknown,Tipperary,91000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,9,2019,2019-09-26,83.31231368,26503.22958,22,21
"4 Moy Glas, Lucan",Unknown,Dublin,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,4,2011,2011-04-29,117.6102093,29387.63815,22,5
"184 CLUAIN DARA, CLONARD, WEXFORD",Unknown,Wexford,210000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,6,2021,2021-06-29,81.57245941,27113.90239,22,24
"3 LATCHFORD CLOSE, CLONEE, DUBLIN 15",Dublin 15,Dublin,190000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,3,2015,2015-03-23,121.3860474,32997.87569,6,5
